City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,Gidam,18.98,81.4,61.48,93,0,3.15,IN,2019-11-12 01:10:11
279,Mehamn,71.03,27.85,21.72,87,15,7.83,NO,2019-11-12 01:10:11
280,Tongchuan,34.9,108.95,42.8,100,17,2.24,CN,2019-11-12 01:10:11
281,San Patricio,-26.98,-56.83,73.2,74,21,5.79,PY,2019-11-12 01:10:12
282,Omsukchan,62.53,155.8,3.22,94,100,2.64,RU,2019-11-12 01:10:12
283,Carutapera,-1.2,-46.02,81.63,78,0,13.38,BR,2019-11-12 01:07:06
284,Fort-Shevchenko,44.51,50.26,49.95,68,2,16.6,KZ,2019-11-12 01:10:13
285,Rock Sound,24.9,-76.2,78.51,74,10,19.55,BS,2019-11-12 01:10:13
286,Kalmunai,7.42,81.82,80.11,71,16,2.68,LK,2019-11-12 01:10:14
287,Ivybridge,50.39,-3.92,43.0,81,40,8.05,GB,2019-11-12 01:10:14
288,Bethel,60.79,-161.76,41.0,93,90,6.93,US,2019-11-12 01:10:14
289,Mongo,-5.62,14.6,69.53,97,90,1.99,CD,2019-11-12 01:10:14
290,Nhulunbuy,-12.18,136.78,87.8,58,75,13.87,AU,2019-11-12 01:10:15
291,Skibbereen,51.55,-9.27,39.2,80,40,14.99,IE,2019-11-12 01:10:15
292,Lengshuitan,26.41,111.6,65.19,56,15,1.01,CN,2019-11-12 01:10:15
293,Nueva Gerona,21.88,-82.8,80.01,76,69,10.54,CU,2019-11-12 01:10:16
294,Carballo,43.21,-8.69,53.01,93,40,5.82,ES,2019-11-12 01:10:16
295,Balabac,7.99,117.06,83.17,72,100,5.75,PH,2019-11-12 01:10:16
296,Krasnokamensk,50.1,118.04,12.16,45,83,2.77,RU,2019-11-12 01:10:16
297,Narrabri,-30.33,149.78,90.0,11,0,18.34,AU,2019-11-12 01:10:17
298,Porto Novo,-23.68,-45.44,66.2,88,75,12.75,BR,2019-11-12 01:10:17
299,Hamilton,43.26,-79.87,28.0,85,90,12.75,CA,2019-11-12 01:09:59
300,Cayenne,4.94,-52.33,77.0,94,20,2.24,GF,2019-11-12 01:05:35
301,Aykhal,65.95,111.51,-29.21,73,0,4.47,RU,2019-11-12 01:10:18
302,Kannangad,12.31,75.11,75.2,94,40,2.24,IN,2019-11-12 01:10:18
303,Valparaiso,41.47,-87.06,28.4,92,90,14.99,US,2019-11-12 01:05:23
304,Honolulu,21.3,-157.86,86.0,69,90,8.05,US,2019-11-12 01:07:46
305,Kimbe,-5.56,150.15,89.06,57,91,2.75,PG,2019-11-12 01:10:19
306,Daitari,21.11,85.83,68.95,79,0,3.31,IN,2019-11-12 01:10:19
307,Gao,16.28,-0.04,76.3,8,0,12.95,ML,2019-11-12 01:10:19
308,Puerto Escondido,15.86,-97.07,84.2,74,40,3.36,MX,2019-11-12 01:10:19
309,Merauke,-8.49,140.4,85.87,52,47,8.5,ID,2019-11-12 01:10:19
310,Husavik,50.56,-96.99,3.0,80,22,8.39,CA,2019-11-12 01:10:20
311,Porangatu,-13.44,-49.14,79.88,59,95,3.69,BR,2019-11-12 01:10:20
312,Visby,57.64,18.3,45.0,86,87,12.75,SE,2019-11-12 01:10:20
313,Port Elizabeth,39.31,-74.98,59.0,76,1,6.93,US,2019-11-12 01:10:20
314,Dickinson,46.88,-102.79,6.01,77,1,8.05,US,2019-11-12 01:08:49
315,Anadyr,64.73,177.51,33.8,80,40,13.42,RU,2019-11-12 01:10:21
316,Santiago De Cuenda,20.6,-100.99,73.0,35,75,4.7,MX,2019-11-12 01:10:21
317,Luderitz,-26.65,15.16,60.8,93,1,4.7,NA,2019-11-12 01:06:40
318,Iqaluit,63.75,-68.52,17.6,78,75,13.87,CA,2019-11-12 01:08:00
319,Mardin,37.32,40.72,53.6,32,80,4.7,TR,2019-11-12 01:10:21
320,Invermere,50.51,-116.03,19.99,84,100,1.01,CA,2019-11-12 01:10:22
321,Sao Jose Da Coroa Grande,-8.9,-35.15,78.73,78,2,12.48,BR,2019-11-12 01:10:22
322,Kanker,20.27,81.49,61.54,77,0,2.17,IN,2019-11-12 01:10:22
323,Valdivia,-39.81,-73.25,59.0,87,60,4.7,CL,2019-11-12 01:10:22
324,Cherskiy,68.75,161.3,24.94,75,92,4.29,RU,2019-11-12 01:10:22
325,Bereda,43.27,-7.54,52.0,93,40,5.82,ES,2019-11-12 01:10:23
326,Kipushi,-11.76,27.24,63.61,90,56,0.58,CD,2019-11-12 01:10:23
327,Nanchong,30.8,106.08,60.03,72,90,3.15,CN,2019-11-12 01:10:23
328,The Valley,18.22,-63.06,82.4,74,40,13.87,AI,2019-11-12 01:10:23
329,Kabo,7.69,18.62,73.45,51,90,1.88,CF,2019-11-12 01:10:24
330,Cauquenes,-35.97,-72.32,58.55,79,100,4.23,CL,2019-11-12 01:10:24
331,Manokwari,-0.87,134.08,79.61,65,97,3.11,ID,2019-11-12 01:10:24
332,Platteville,42.73,-90.48,17.6,61,75,13.87,US,2019-11-12 01:10:24
333,Poum,41.28,20.71,41.79,80,73,6.82,MK,2019-11-12 01:10:24
334,Gasa,27.91,89.73,24.26,49,0,2.84,BT,2019-11-12 01:10:25
335,Conceicao Do Araguaia,-8.26,-49.26,78.35,72,83,0.76,BR,2019-11-12 01:10:25
336,Saint-Pierre,48.95,4.24,39.2,100,20,11.41,FR,2019-11-12 01:10:25
337,Briancon,44.9,6.65,42.01,83,76,8.99,FR,2019-11-12 01:10:25
338,Kuusamo,65.96,29.19,24.8,85,90,6.93,FI,2019-11-12 01:10:25
339,Waingapu,-9.65,120.26,82.42,79,6,7.9,ID,2019-11-12 01:10:26
340,Saint-Joseph,43.56,6.97,52.0,100,86,3.36,FR,2019-11-12 01:10:26
341,Bell Ville,-32.63,-62.69,76.23,59,0,13.82,AR,2019-11-12 01:10:26
342,Batagay-Alyta,67.8,130.41,-4.47,95,92,4.5,RU,2019-11-12 01:10:26
343,Rocha,-34.48,-54.34,58.5,80,100,11.99,UY,2019-11-12 01:10:26
344,Constitucion,23.99,-104.67,66.99,52,90,4.7,MX,2019-11-12 01:10:27
345,Yeppoon,-23.13,150.74,86.0,37,49,8.05,AU,2019-11-12 01:10:27
346,Avera,33.19,-82.53,60.01,51,1,3.36,US,2019-11-12 01:10:27
347,Pangnirtung,66.15,-65.72,18.07,87,100,4.09,CA,2019-11-12 01:10:27
348,Padang,-0.92,100.36,69.6,88,100,0.78,ID,2019-11-12 01:10:27
349,Tezu,27.93,96.16,63.91,94,53,1.83,IN,2019-11-12 01:10:28
350,Gigant,46.5,41.34,50.22,51,49,1.57,RU,2019-11-12 01:10:28
351,Moravske Budejovice,49.05,15.81,46.0,93,90,13.87,CZ,2019-11-12 01:10:29
352,Nizwa,22.93,57.53,61.0,40,18,9.98,OM,2019-11-12 01:10:29
353,Tutoia,-2.76,-42.27,75.67,87,54,6.71,BR,2019-11-12 01:10:29
354,Paithan,19.48,75.39,66.2,93,0,5.86,IN,2019-11-12 01:10:30
355,Rizhao,35.43,119.46,59.29,62,92,8.75,CN,2019-11-12 01:10:30
356,Haines Junction,60.75,-137.51,13.24,94,92,4.18,CA,2019-11-12 01:10:31
357,Canakkale,40.15,26.41,59.07,70,76,5.3,TR,2019-11-12 01:10:31
358,Lompoc,34.64,-120.46,66.0,87,40,3.91,US,2019-11-12 01:09:40
359,Klyuchi,52.25,79.17,19.08,53,87,14.79,RU,2019-11-12 01:10:31
360,Trincomalee,8.58,81.23,71.65,88,0,0.47,LK,2019-11-12 01:10:32
361,Lafiagi,8.85,5.42,79.93,57,74,2.17,NG,2019-11-12 01:10:32
362,Umea,63.83,20.26,23.0,85,90,6.93,SE,2019-11-12 01:10:32
363,Alofi,-19.06,-169.92,78.19,72,53,7.72,NU,2019-11-12 01:10:32
364,Great Bend,38.36,-98.78,19.4,52,1,10.29,US,2019-11-12 01:07:03
365,Hendek,40.8,30.75,53.6,100,44,2.53,TR,2019-11-12 01:10:33
366,Moree,-29.46,149.84,89.6,13,0,13.87,AU,2019-11-12 01:10:33
367,Palafrugell,41.92,3.16,53.01,80,22,3.36,ES,2019-11-12 01:10:33
368,Wajima,37.4,136.9,57.2,62,20,3.36,JP,2019-11-12 01:10:34
369,Guatire,10.47,-66.54,84.2,70,75,4.7,VE,2019-11-12 01:10:34
370,Coquimbo,-29.95,-71.34,59.0,77,48,6.93,CL,2019-11-12 01:10:34
371,Raudeberg,61.99,5.14,32.0,49,56,5.82,NO,2019-11-12 01:10:34
372,Yumen,40.29,97.04,29.17,76,100,24.18,CN,2019-11-12 01:10:35
373,Mizdah,31.45,12.98,49.23,55,99,19.51,LY,2019-11-12 01:10:35
374,Nanchang,28.68,115.89,65.14,48,100,7.2,CN,2019-11-12 01:10:35
375,Langarud,37.2,50.15,51.8,100,0,2.71,IR,2019-11-12 01:10:35
376,Plettenberg Bay,-34.05,23.37,64.89,91,85,6.89,ZA,2019-11-12 01:10:35
377,Shuya,56.84,41.38,40.93,93,100,10.36,RU,2019-11-12 01:10:36
378,Mecca,21.43,39.83,78.21,56,0,3.29,SA,2019-11-12 01:07:15
379,Caraquet,47.79,-64.94,26.01,49,90,3.36,CA,2019-11-12 01:10:36
380,Kommunisticheskiy,61.68,64.48,9.37,95,66,6.38,RU,2019-11-12 01:10:36
381,Ruidoso,33.33,-105.67,51.8,100,90,10.29,US,2019-11-12 01:10:36
382,Vanimo,-2.67,141.3,80.58,71,79,4.92,PG,2019-11-12 01:10:37
383,Vallenar,-28.58,-70.76,54.63,79,0,3.65,CL,2019-11-12 01:10:37
384,Vila,45.18,8.4,45.0,100,75,4.7,IT,2019-11-12 01:10:37
385,Alenquer,-1.95,-54.74,84.2,79,24,4.7,BR,2019-11-12 01:10:38
386,Kenai,60.55,-151.26,39.99,64,20,12.75,US,2019-11-12 01:10:38
387,Berdigestyakh,62.1,126.7,-7.88,83,100,8.16,RU,2019-11-12 01:10:39
388,La Ronge,55.1,-105.3,14.0,56,5,14.99,CA,2019-11-12 01:10:39
389,Rumonge,-3.97,29.44,67.95,79,100,5.39,BI,2019-11-12 01:10:40
390,Atasu,48.68,71.64,25.03,36,39,8.95,KZ,2019-11-12 01:10:40
391,Fianarantsoa,-21.45,47.09,63.52,89,93,4.18,MG,2019-11-12 01:10:40
392,Saint-Francois,46.42,3.91,39.2,93,75,2.24,FR,2019-11-12 01:10:41
393,Oistins,13.07,-59.53,82.4,78,40,16.11,BB,2019-11-12 01:08:17
394,Kandrian,-6.21,149.55,81.73,75,100,7.38,PG,2019-11-12 01:10:41
395,Natal,-5.81,-35.21,78.8,78,20,10.29,BR,2019-11-12 01:07:08
396,Kedrovyy,56.17,91.82,6.8,71,40,15.66,RU,2019-11-12 01:10:42
397,Leshukonskoye,64.9,45.76,14.67,90,99,8.19,RU,2019-11-12 01:10:42
398,Kisangani,0.52,25.21,70.97,99,100,3.78,CD,2019-11-12 01:10:42
399,Moustheni,40.86,24.11,64.0,93,75,6.93,GR,2019-11-12 01:10:42
400,Tipitapa,12.2,-86.1,78.8,83,20,6.93,NI,2019-11-12 01:10:42
401,Namatanai,-3.66,152.44,83.03,73,99,6.91,PG,2019-11-12 01:10:43
402,Cockburn Town,21.46,-71.14,81.52,78,2,17.0,TC,2019-11-12 01:10:43
403,Tilichiki,60.47,166.1,27.37,93,100,5.79,RU,2019-11-12 01:10:43
404,Ginda,30.69,78.49,49.6,30,54,5.12,IN,2019-11-12 01:10:43
405,Balkhash,46.84,74.98,27.79,53,87,4.52,KZ,2019-11-12 01:10:43
406,Mao,19.55,-71.08,80.01,88,75,5.82,DO,2019-11-12 01:10:44
407,Cabedelo,-6.97,-34.84,75.2,88,20,5.82,BR,2019-11-12 01:10:44
408,Anloga,5.79,0.9,82.4,83,20,6.93,GH,2019-11-12 01:10:44
409,Caohe,32.93,105.08,46.83,87,78,2.89,CN,2019-11-12 01:10:44
410,Port Moresby,-9.47,147.16,84.2,74,40,5.82,PG,2019-11-12 01:10:45
411,Krasnoarmeyskiy,46.12,40.39,53.01,44,7,1.32,RU,2019-11-12 01:10:45
412,Camargo,27.69,-105.17,62.82,68,100,2.57,MX,2019-11-12 01:10:45
413,Rajbiraj,26.54,86.75,67.41,81,0,3.13,NP,2019-11-12 01:10:45
414,Volksrust,-27.36,29.88,58.1,94,100,1.32,ZA,2019-11-12 01:10:45
415,Giyon,8.53,37.98,55.58,61,48,10.42,ET,2019-11-12 01:10:46
416,Kaspiysk,42.88,47.64,39.2,93,20,4.47,RU,2019-11-12 01:10:46
417,Xifeng,42.73,124.72,37.11,49,44,5.19,CN,2019-11-12 01:10:46
418,Shingu,33.72,135.99,64.4,63,20,10.29,JP,2019-11-12 01:10:46
419,Galle,10.08,-12.83,72.34,93,96,1.86,GN,2019-11-12 01:10:46
420,Massakory,13.0,15.73,82.18,14,46,6.51,TD,2019-11-12 01:10:47
421,Kuching,1.56,110.34,77.0,100,75,4.7,MY,2019-11-12 01:10:47
422,Bonavista,48.65,-53.11,41.0,88,97,8.99,CA,2019-11-12 01:10:47
423,Najran,17.54,44.22,62.6,45,0,3.2,SA,2019-11-12 01:10:47
424,Mikhaylovka,52.96,103.29,5.11,76,32,5.57,RU,2019-11-12 01:10:48
425,Nenton,15.8,-91.75,59.81,97,60,4.56,GT,2019-11-12 01:10:48
426,Daru,-9.07,143.21,79.57,71,100,7.45,PG,2019-11-12 01:10:48
427,Fortuna,40.6,-124.16,59.0,100,90,4.7,US,2019-11-12 01:10:48
428,Zajas,41.61,20.94,42.8,100,50,0.45,MK,2019-11-12 01:10:48
429,Comarapa,-17.91,-64.53,61.65,82,81,3.09,BO,2019-11-12 01:10:49
430,Nagato,34.35,131.14,64.99,72,7,3.36,JP,2019-11-12 01:10:49
431,Borogontsy,62.67,131.17,-20.98,98,97,4.07,RU,2019-11-12 01:10:49
432,Talnakh,69.49,88.39,1.4,84,75,4.47,RU,2019-11-12 01:10:50
433,Broken Hill,-31.97,141.45,64.4,42,6,24.16,AU,2019-11-12 01:10:50
434,Zhengjiatun,43.51,123.51,33.75,36,33,7.78,CN,2019-11-12 01:10:50
435,Baijiantan,45.63,85.18,33.85,44,49,2.1,CN,2019-11-12 01:10:50
436,Tandil,-37.33,-59.14,64.0,79,40,5.01,AR,2019-11-12 01:10:50
437,Muros,42.77,-9.06,51.01,100,75,0.87,ES,2019-11-12 01:10:51
438,Mayo,63.59,-135.9,-4.01,76,75,3.83,CA,2019-11-12 01:10:51
439,Presidencia Roque Saenz Pena,-26.79,-60.44,79.92,52,80,8.52,AR,2019-11-12 01:10:51
440,Kiama,-34.67,150.86,93.0,6,33,23.04,AU,2019-11-12 01:10:52
441,Itoman,26.12,127.67,73.4,60,40,10.29,JP,2019-11-12 01:10:52
442,Meulaboh,4.14,96.13,79.41,79,75,4.72,ID,2019-11-12 01:06:49
443,Mangai,-4.07,19.59,68.79,98,100,0.69,CD,2019-11-12 01:10:52
444,Flinders,-34.58,150.85,93.0,6,22,23.04,AU,2019-11-12 01:10:52
445,Mikuni,36.22,136.15,62.6,55,75,2.24,JP,2019-11-12 01:10:53
446,Barranco,-20.59,-41.2,63.43,97,91,2.66,BR,2019-11-12 01:10:53
447,Wuwei,37.93,102.64,31.44,49,100,3.38,CN,2019-11-12 01:10:53
448,Waddan,29.16,16.14,57.16,57,49,17.78,LY,2019-11-12 01:10:53
449,Nicholasville,37.88,-84.57,43.0,93,90,17.22,US,2019-11-12 01:10:53
450,Antas,-10.41,-38.33,68.32,86,71,8.37,BR,2019-11-12 01:10:54
451,Arlit,18.74,7.39,80.01,11,58,17.85,NE,2019-11-12 01:10:54
452,Emirdag,39.02,31.15,47.32,50,0,1.77,TR,2019-11-12 01:10:54
453,Biak,-0.91,122.88,81.36,74,90,3.38,ID,2019-11-12 01:10:54
454,Roma,41.89,12.48,57.99,87,75,6.93,IT,2019-11-12 01:10:54
455,Jumla,29.28,82.18,36.86,30,0,4.99,NP,2019-11-12 01:10:55
456,Tecpan,14.76,-90.99,68.0,82,40,11.41,GT,2019-11-12 01:10:55
457,Peniche,39.36,-9.38,55.99,76,99,19.46,PT,2019-11-12 01:10:55
458,Coahuayana,18.62,-100.35,77.88,74,21,1.25,MX,2019-11-12 01:10:56
459,Aleksandrovka,54.24,50.04,34.21,96,100,5.64,RU,2019-11-12 01:10:56
460,Oktyabrskiy,55.61,37.97,46.99,87,90,8.95,RU,2019-11-12 01:10:56
461,Bayanday,53.07,105.52,1.49,76,56,8.41,RU,2019-11-12 01:10:56
462,Kawalu,-7.38,108.21,72.52,85,68,3.4,ID,2019-11-12 01:10:56
463,Caravelas,-17.73,-39.27,72.64,87,0,7.94,BR,2019-11-12 01:10:57
464,Bama,24.14,107.25,61.57,81,28,3.27,CN,2019-11-12 01:10:57
465,Tadine,-21.55,167.88,75.38,57,50,11.01,NC,2019-11-12 01:10:57
466,Wasilla,61.58,-149.44,35.6,92,1,4.7,US,2019-11-12 01:10:57
467,Vangaindrano,-23.35,47.6,71.24,95,98,1.72,MG,2019-11-12 01:10:57
468,Tapes,-30.67,-51.4,65.55,87,94,11.52,BR,2019-11-12 01:10:58
469,Kavaratti,10.57,72.64,81.34,71,96,2.86,IN,2019-11-12 01:10:58
470,Yatou,3.63,9.81,78.8,94,75,5.21,CM,2019-11-12 01:10:59
471,Wyndham,51.61,-3.54,46.0,75,48,17.22,GB,2019-11-12 01:10:59
472,Aklavik,68.22,-135.01,15.8,85,90,13.87,CA,2019-11-12 01:10:59
473,Balikpapan,-1.24,116.86,78.42,92,74,2.15,ID,2019-11-12 01:11:00
474,Batagay,67.65,134.64,-14.52,95,100,1.01,RU,2019-11-12 01:11:00
475,La Tuque,47.44,-72.79,17.51,51,100,4.56,CA,2019-11-12 01:11:00
476,Sorong,-0.86,131.25,83.93,69,45,4.38,ID,2019-11-12 01:11:01
477,Awbari,26.59,12.77,56.61,44,73,18.03,LY,2019-11-12 01:11:01
478,Vao,59.1,26.19,34.32,90,90,3.47,EE,2019-11-12 01:11:01
479,Banda Aceh,5.56,95.32,73.63,91,100,2.93,ID,2019-11-12 01:10:17
480,Hofn,64.25,-15.21,41.76,73,100,24.96,IS,2019-11-12 01:11:01
481,Baft,29.23,56.61,38.26,26,0,4.76,IR,2019-11-12 01:11:02
482,Yakeshi,49.28,120.73,4.48,67,21,1.19,CN,2019-11-12 01:11:02
483,Havre-Saint-Pierre,50.23,-63.6,17.6,72,75,4.7,CA,2019-11-12 01:11:02
484,Emba,34.81,32.42,69.8,36,0,5.82,CY,2019-11-12 01:11:02
485,Mori,34.86,137.94,62.6,51,20,4.7,JP,2019-11-12 01:11:02
486,Berekum,7.45,-2.58,73.08,86,77,3.49,GH,2019-11-12 01:11:03
487,Lima,-12.06,-77.04,66.2,82,75,9.17,PE,2019-11-12 01:07:34
488,Bay City,43.59,-83.89,24.8,85,90,17.22,US,2019-11-12 01:11:03
489,Yar-Sale,66.83,70.83,5.7,96,100,6.67,RU,2019-11-12 01:11:03
490,Montmagny,48.97,2.34,41.0,86,80,6.93,FR,2019-11-12 01:11:03
491,Beringovskiy,63.05,179.32,34.7,96,100,22.44,RU,2019-11-12 01:11:04
492,Nalut,31.86,10.98,49.42,65,47,18.68,LY,2019-11-12 01:11:04
493,Praia,-20.25,-43.81,73.4,69,75,16.11,BR,2019-11-12 01:11:04
494,Seybaplaya,19.65,-90.67,78.8,83,5,8.05,MX,2019-11-12 01:11:04
495,Chanute,37.68,-95.46,21.2,62,1,11.41,US,2019-11-12 01:11:05
496,Sarankhola,22.31,89.79,69.49,92,0,1.59,BD,2019-11-12 01:11:05
497,Timmins,48.48,-81.33,6.8,77,90,3.36,CA,2019-11-12 01:08:24
498,Poronaysk,49.22,143.1,39.74,80,100,13.27,RU,2019-11-12 01:11:05
499,Belaya Gora,68.54,146.19,-0.89,97,91,2.91,RU,2019-11-12 01:11:05
500,Mweka,-4.85,21.56,68.94,99,100,1.16,CD,2019-11-12 01:11:06
501,Caborca,30.58,-111.1,71.94,41,49,10.92,MX,2019-11-12 01:11:06
502,Tazovskiy,67.47,78.7,-3.05,83,100,7.45,RU,2019-11-12 01:06:36
503,Verkhnevilyuysk,63.45,120.31,-13.65,94,100,4.09,RU,2019-11-12 01:11:06
504,Am Timan,11.04,20.28,74.1,28,93,1.34,TD,2019-11-12 01:11:06
505,Lebedyn,50.58,34.48,45.61,96,41,6.13,UA,2019-11-12 01:11:07
506,Doha,25.29,51.53,75.2,50,0,4.7,QA,2019-11-12 01:08:56
507,Okhotsk,59.36,143.24,5.34,73,0,10.07,RU,2019-11-12 01:11:07
508,Viedma,-40.81,-62.99,61.45,89,100,16.64,AR,2019-11-12 01:11:07
509,Gazanjyk,39.24,55.52,43.65,25,0,6.82,TM,2019-11-12 01:11:07
510,Bonnyville,54.27,-110.74,12.2,61,40,5.82,CA,2019-11-12 01:11:07
511,Lakatoro,-16.11,167.42,82.4,83,0,11.41,VU,2019-11-12 01:11:08
512,Marondera,-18.19,31.55,63.39,82,100,4.38,ZW,2019-11-12 01:11:08
513,Kapit,2.02,112.94,75.22,96,59,2.08,MY,2019-11-12 01:11:08
514,Denpasar,-8.65,115.22,86.0,70,40,2.24,ID,2019-11-12 01:08:06
515,Hutchinson,38.06,-97.93,21.2,61,1,20.8,US,2019-11-12 01:10:03
516,Glace Bay,46.2,-59.96,36.0,74,75,8.05,CA,2019-11-12 01:07:03
517,Bilibino,68.06,166.44,20.03,87,100,4.38,RU,2019-11-12 01:11:09
518,Kargopol,61.51,38.95,37.51,98,100,5.77,RU,2019-11-12 01:11:09
519,Karaton,-6.34,106.1,84.0,78,20,5.82,ID,2019-11-12 01:11:10
520,Dauphin,51.15,-100.04,3.2,65,1,6.93,CA,2019-11-12 01:11:10
521,Omboue,-1.57,9.26,74.01,96,100,2.75,GA,2019-11-12 01:11:10
522,Jiutai,44.15,125.84,26.6,58,75,2.24,CN,2019-11-12 01:11:10
523,Conceicao Da Barra,-18.59,-39.73,78.93,82,15,18.68,BR,2019-11-12 01:11:11
524,Moussoro,13.64,16.49,83.16,11,31,8.7,TD,2019-11-12 01:11:11
525,Sivas,39.75,37.01,37.4,64,0,4.7,TR,2019-11-12 01:11:11
526,Houma,35.63,111.36,51.39,44,15,2.71,CN,2019-11-12 01:11:11
527,Richards Bay,-28.77,32.06,71.29,92,100,21.21,ZA,2019-11-12 01:11:11
528,Amahai,-3.31,129.0,80.76,78,19,2.95,ID,2019-11-12 01:11:12
529,Miyako,33.63,130.94,66.0,68,75,5.82,JP,2019-11-12 01:11:12
530,Chingirlau,51.09,54.08,34.95,79,89,8.63,KZ,2019-11-12 01:11:12
531,Whyalla,-33.04,137.58,62.6,39,75,17.22,AU,2019-11-12 01:11:13
532,Laguna,16.17,-88.94,77.0,94,40,2.15,BZ,2019-11-12 01:11:13
533,Tuy Hoa,13.08,109.3,76.41,80,79,4.52,VN,2019-11-12 01:11:13
534,Trairi,-3.28,-39.27,74.66,84,34,5.66,BR,2019-11-12 01:11:13
535,Antalaha,-14.9,50.28,76.91,84,71,12.53,MG,2019-11-12 01:11:13
536,Adelaide,-34.93,138.6,62.01,41,40,20.8,AU,2019-11-12 01:09:17
537,Gold Coast,-28.0,153.41,91.0,54,0,24.16,AU,2019-11-12 01:11:14
538,Westport,41.14,-73.36,57.99,93,1,4.7,US,2019-11-12 01:11:14
539,Katobu,-4.94,122.53,86.5,59,12,5.41,ID,2019-11-12 01:11:14
540,Noumea,-22.28,166.46,84.2,39,3,16.11,NC,2019-11-12 01:10:11
541,Abu Samrah,35.3,37.18,59.76,33,83,4.94,SY,2019-11-12 01:11:15
542,Buraydah,26.33,43.97,62.6,100,75,8.05,SA,2019-11-12 01:11:15
543,Sur,22.57,59.53,73.85,39,2,14.52,OM,2019-11-12 01:11:15
544,Tweed,44.48,-77.31,21.2,85,90,11.41,CA,2019-11-12 01:11:15
545,Saldanha,41.42,-6.55,42.1,83,31,3.65,PT,2019-11-12 01:11:15
546,Store Heddinge,55.31,12.39,44.01,80,100,14.99,DK,2019-11-12 01:11:16
547,Voyvozh,62.89,54.96,10.83,95,51,5.61,RU,2019-11-12 01:11:16
548,Keokuk,40.4,-91.39,19.0,61,40,10.29,US,2019-11-12 01:11:16
549,Conde,-11.81,-37.61,79.21,77,6,14.79,BR,2019-11-12 01:11:16
550,Sobolevo,54.43,31.9,42.33,81,98,10.87,RU,2019-11-12 01:11:17
551,Hasaki,35.73,140.83,66.0,63,20,9.17,JP,2019-11-12 01:11:18
552,Neryungri,56.66,124.71,-11.96,95,100,10.85,RU,2019-11-12 01:11:18
553,Nemuro,43.32,145.57,48.2,100,75,5.82,JP,2019-11-12 01:11:18
554,Kungur,57.43,56.94,31.66,92,100,13.02,RU,2019-11-12 01:11:19
555,Barkly West,-28.54,24.52,64.9,70,73,8.3,ZA,2019-11-12 01:11:19
556,Trorod,55.84,12.54,44.01,81,99,19.46,DK,2019-11-12 01:11:19
557,Ilhabela,-23.78,-45.36,74.39,83,98,23.71,BR,2019-11-12 01:09:24
558,Shenzhen,22.54,114.05,77.0,69,40,9.17,CN,2019-11-12 01:11:19
